Hardware Time,Global Time\Signal,CAN1.Diag703.Diag703_Resp_0,CAN1.Diag703.Diag703_Resp_1,CAN1.Diag703.Diag703_Resp_2,CAN1.Diag703.Diag703_Resp_3,CAN1.Diag703.Diag703_Resp_4,CAN1.Diag703.Diag703_Resp_5,CAN1.Diag703.Diag703_Resp_6,CAN1.Diag703.Diag703_Resp_7,Raw Data
363.243977,2021-05-21 22:03:03.243,16,76,113,0,0,65,13,0,CAN=363.243977 Rx 0 $703 D 8 10 4C 71 00 00 41 0D 00 
363.244991,2021-05-21 22:03:03.244,33,0,0,9,0,0,0,25,CAN=363.244991 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
363.295068,2021-05-21 22:03:03.295,34,0,0,0,15,49,0,0,CAN=363.295068 Rx 0 $703 D 8 22 00 00 00 0F 31 00 00 
363.346057,2021-05-21 22:03:03.346,35,18,49,0,0,16,49,0,CAN=363.346057 Rx 0 $703 D 8 23 12 31 00 00 10 31 00 
363.39706,2021-05-21 22:03:03.397,36,0,228,48,0,0,237,48,CAN=363.39706 Rx 0 $703 D 8 24 00 E4 30 00 00 ED 30 
363.448055,2021-05-21 22:03:03.448,37,0,0,233,48,0,0,25,CAN=363.448055 Rx 0 $703 D 8 25 00 00 E9 30 00 00 19 
363.499055,2021-05-21 22:03:03.499,38,0,0,0,25,0,0,0,CAN=363.499055 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
363.550049,2021-05-21 22:03:03.550,39,25,0,0,0,152,5,0,CAN=363.550049 Rx 0 $703 D 8 27 19 00 00 00 98 05 00 
363.601045,2021-05-21 22:03:03.601,40,0,150,5,0,0,150,5,CAN=363.601045 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
363.652042,2021-05-21 22:03:03.652,41,0,0,25,0,0,0,25,CAN=363.652042 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
363.703043,2021-05-21 22:03:03.703,42,0,0,0,25,0,0,0,CAN=363.703043 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
363.808733,2021-05-21 22:03:03.808,16,76,113,0,0,65,13,0,CAN=363.808733 Rx 0 $703 D 8 10 4C 71 00 00 41 0D 00 
363.810096,2021-05-21 22:03:03.810,33,0,0,9,0,0,0,25,CAN=363.810096 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
363.861028,2021-05-21 22:03:03.861,34,0,0,0,15,49,0,0,CAN=363.861028 Rx 0 $703 D 8 22 00 00 00 0F 31 00 00 
363.912019,2021-05-21 22:03:03.912,35,18,49,0,0,16,49,0,CAN=363.912019 Rx 0 $703 D 8 23 12 31 00 00 10 31 00 
363.963022,2021-05-21 22:03:03.963,36,0,228,48,0,0,237,48,CAN=363.963022 Rx 0 $703 D 8 24 00 E4 30 00 00 ED 30 
364.014017,2021-05-21 22:03:04.014,37,0,0,233,48,0,0,25,CAN=364.014017 Rx 0 $703 D 8 25 00 00 E9 30 00 00 19 
364.065018,2021-05-21 22:03:04.065,38,0,0,0,25,0,0,0,CAN=364.065018 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
364.116011,2021-05-21 22:03:04.116,39,25,0,0,0,152,5,0,CAN=364.116011 Rx 0 $703 D 8 27 19 00 00 00 98 05 00 
364.167006,2021-05-21 22:03:04.167,40,0,150,5,0,0,150,5,CAN=364.167006 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
364.218004,2021-05-21 22:03:04.218,41,0,0,25,0,0,0,25,CAN=364.218004 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
364.269005,2021-05-21 22:03:04.269,42,0,0,0,25,0,0,0,CAN=364.269005 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
364.373898,2021-05-21 22:03:04.373,16,76,113,0,0,65,13,0,CAN=364.373898 Rx 0 $703 D 8 10 4C 71 00 00 41 0D 00 
364.375446,2021-05-21 22:03:04.375,33,0,0,9,0,0,0,25,CAN=364.375446 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
364.425991,2021-05-21 22:03:04.425,34,0,0,0,14,49,0,0,CAN=364.425991 Rx 0 $703 D 8 22 00 00 00 0E 31 00 00 
364.476984,2021-05-21 22:03:04.476,35,15,49,0,0,18,49,0,CAN=364.476984 Rx 0 $703 D 8 23 0F 31 00 00 12 31 00 
364.527987,2021-05-21 22:03:04.527,36,0,231,48,0,0,232,48,CAN=364.527987 Rx 0 $703 D 8 24 00 E7 30 00 00 E8 30 
364.578979,2021-05-21 22:03:04.578,37,0,0,230,48,0,0,25,CAN=364.578979 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
364.629979,2021-05-21 22:03:04.629,38,0,0,0,25,0,0,0,CAN=364.629979 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
364.680971,2021-05-21 22:03:04.680,39,25,0,0,0,151,5,0,CAN=364.680971 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
364.731968,2021-05-21 22:03:04.731,40,0,150,5,0,0,150,5,CAN=364.731968 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
364.782967,2021-05-21 22:03:04.782,41,0,0,25,0,0,0,25,CAN=364.782967 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
364.833966,2021-05-21 22:03:04.833,42,0,0,0,25,0,0,0,CAN=364.833966 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
364.938657,2021-05-21 22:03:04.938,16,76,113,0,0,65,13,0,CAN=364.938657 Rx 0 $703 D 8 10 4C 71 00 00 41 0D 00 
364.939809,2021-05-21 22:03:04.939,33,0,0,9,0,0,0,25,CAN=364.939809 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
364.989952,2021-05-21 22:03:04.989,34,0,0,0,14,49,0,0,CAN=364.989952 Rx 0 $703 D 8 22 00 00 00 0E 31 00 00 
365.040945,2021-05-21 22:03:05.040,35,15,49,0,0,18,49,0,CAN=365.040945 Rx 0 $703 D 8 23 0F 31 00 00 12 31 00 
365.091948,2021-05-21 22:03:05.091,36,0,231,48,0,0,232,48,CAN=365.091948 Rx 0 $703 D 8 24 00 E7 30 00 00 E8 30 
365.142943,2021-05-21 22:03:05.142,37,0,0,230,48,0,0,25,CAN=365.142943 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
365.19394,2021-05-21 22:03:05.193,38,0,0,0,25,0,0,0,CAN=365.19394 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
365.244933,2021-05-21 22:03:05.244,39,25,0,0,0,151,5,0,CAN=365.244933 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
365.29593,2021-05-21 22:03:05.295,40,0,150,5,0,0,150,5,CAN=365.29593 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
365.346929,2021-05-21 22:03:05.346,41,0,0,25,0,0,0,25,CAN=365.346929 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
365.39793,2021-05-21 22:03:05.397,42,0,0,0,25,0,0,0,CAN=365.39793 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
365.504017,2021-05-21 22:03:05.504,16,76,113,0,0,65,13,0,CAN=365.504017 Rx 0 $703 D 8 10 4C 71 00 00 41 0D 00 
365.505163,2021-05-21 22:03:05.505,33,0,0,9,0,0,0,25,CAN=365.505163 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
365.555918,2021-05-21 22:03:05.555,34,0,0,0,8,49,0,0,CAN=365.555918 Rx 0 $703 D 8 22 00 00 00 08 31 00 00 
365.606905,2021-05-21 22:03:05.606,35,12,49,0,0,18,49,0,CAN=365.606905 Rx 0 $703 D 8 23 0C 31 00 00 12 31 00 
365.657908,2021-05-21 22:03:05.657,36,0,229,48,0,0,232,48,CAN=365.657908 Rx 0 $703 D 8 24 00 E5 30 00 00 E8 30 
365.708905,2021-05-21 22:03:05.708,37,0,0,230,48,0,0,25,CAN=365.708905 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
365.759904,2021-05-21 22:03:05.759,38,0,0,0,25,0,0,0,CAN=365.759904 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
365.810899,2021-05-21 22:03:05.810,39,25,0,0,0,149,5,0,CAN=365.810899 Rx 0 $703 D 8 27 19 00 00 00 95 05 00 
365.861892,2021-05-21 22:03:05.861,40,0,150,5,0,0,150,5,CAN=365.861892 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
365.912891,2021-05-21 22:03:05.912,41,0,0,25,0,0,0,25,CAN=365.912891 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
365.96389,2021-05-21 22:03:05.963,42,0,0,0,25,0,0,0,CAN=365.96389 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
366.068586,2021-05-21 22:03:06.068,16,76,113,0,0,65,0,0,CAN=366.068586 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
366.069766,2021-05-21 22:03:06.069,33,0,0,9,0,0,0,25,CAN=366.069766 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
366.119881,2021-05-21 22:03:06.119,34,0,0,0,27,49,0,0,CAN=366.119881 Rx 0 $703 D 8 22 00 00 00 1B 31 00 00 
366.170865,2021-05-21 22:03:06.170,35,19,49,0,0,20,49,0,CAN=366.170865 Rx 0 $703 D 8 23 13 31 00 00 14 31 00 
366.221873,2021-05-21 22:03:06.221,36,0,218,48,0,0,232,48,CAN=366.221873 Rx 0 $703 D 8 24 00 DA 30 00 00 E8 30 
366.272866,2021-05-21 22:03:06.272,37,0,0,230,48,0,0,25,CAN=366.272866 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
366.323865,2021-05-21 22:03:06.323,38,0,0,0,25,0,0,0,CAN=366.323865 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
366.37486,2021-05-21 22:03:06.374,39,25,0,0,0,149,5,0,CAN=366.37486 Rx 0 $703 D 8 27 19 00 00 00 95 05 00 
366.425853,2021-05-21 22:03:06.425,40,0,150,5,0,0,150,5,CAN=366.425853 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
366.476852,2021-05-21 22:03:06.476,41,0,0,25,0,0,0,25,CAN=366.476852 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
366.527853,2021-05-21 22:03:06.527,42,0,0,0,25,0,0,0,CAN=366.527853 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
366.633753,2021-05-21 22:03:06.633,16,76,113,0,0,65,0,0,CAN=366.633753 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
366.63487,2021-05-21 22:03:06.634,33,0,0,9,0,0,0,25,CAN=366.63487 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
366.68584,2021-05-21 22:03:06.685,34,0,0,0,27,49,0,0,CAN=366.68584 Rx 0 $703 D 8 22 00 00 00 1B 31 00 00 
366.736827,2021-05-21 22:03:06.736,35,19,49,0,0,20,49,0,CAN=366.736827 Rx 0 $703 D 8 23 13 31 00 00 14 31 00 
366.787834,2021-05-21 22:03:06.787,36,0,218,48,0,0,232,48,CAN=366.787834 Rx 0 $703 D 8 24 00 DA 30 00 00 E8 30 
366.838829,2021-05-21 22:03:06.838,37,0,0,230,48,0,0,25,CAN=366.838829 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
366.889826,2021-05-21 22:03:06.889,38,0,0,0,25,0,0,0,CAN=366.889826 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
366.940823,2021-05-21 22:03:06.940,39,25,0,0,0,149,5,0,CAN=366.940823 Rx 0 $703 D 8 27 19 00 00 00 95 05 00 
366.991816,2021-05-21 22:03:06.991,40,0,150,5,0,0,150,5,CAN=366.991816 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
367.042815,2021-05-21 22:03:07.042,41,0,0,25,0,0,0,25,CAN=367.042815 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
367.093814,2021-05-21 22:03:07.093,42,0,0,0,25,0,0,0,CAN=367.093814 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
367.198508,2021-05-21 22:03:07.198,16,76,113,0,0,65,0,0,CAN=367.198508 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
367.199968,2021-05-21 22:03:07.199,33,0,0,9,0,0,0,25,CAN=367.199968 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
367.250799,2021-05-21 22:03:07.250,34,0,0,0,22,49,0,0,CAN=367.250799 Rx 0 $703 D 8 22 00 00 00 16 31 00 00 
367.30179,2021-05-21 22:03:07.301,35,19,49,0,0,19,49,0,CAN=367.30179 Rx 0 $703 D 8 23 13 31 00 00 13 31 00 
367.352793,2021-05-21 22:03:07.352,36,0,205,48,0,0,222,48,CAN=367.352793 Rx 0 $703 D 8 24 00 CD 30 00 00 DE 30 
367.40389,2021-05-21 22:03:07.403,37,0,0,229,48,0,0,25,CAN=367.40389 Rx 0 $703 D 8 25 00 00 E5 30 00 00 19 
367.454787,2021-05-21 22:03:07.454,38,0,0,0,25,0,0,0,CAN=367.454787 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
367.505782,2021-05-21 22:03:07.505,39,25,0,0,0,148,5,0,CAN=367.505782 Rx 0 $703 D 8 27 19 00 00 00 94 05 00 
367.556777,2021-05-21 22:03:07.556,40,0,150,5,0,0,150,5,CAN=367.556777 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
367.607776,2021-05-21 22:03:07.607,41,0,0,25,0,0,0,25,CAN=367.607776 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
367.658777,2021-05-21 22:03:07.658,42,0,0,0,25,0,0,0,CAN=367.658777 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
367.763672,2021-05-21 22:03:07.763,16,76,113,0,0,65,0,0,CAN=367.763672 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
367.765196,2021-05-21 22:03:07.765,33,0,0,9,0,0,0,25,CAN=367.765196 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
367.815761,2021-05-21 22:03:07.815,34,0,0,0,22,49,0,0,CAN=367.815761 Rx 0 $703 D 8 22 00 00 00 16 31 00 00 
367.866753,2021-05-21 22:03:07.866,35,19,49,0,0,19,49,0,CAN=367.866753 Rx 0 $703 D 8 23 13 31 00 00 13 31 00 
367.917756,2021-05-21 22:03:07.917,36,0,205,48,0,0,222,48,CAN=367.917756 Rx 0 $703 D 8 24 00 CD 30 00 00 DE 30 
367.968751,2021-05-21 22:03:07.968,37,0,0,229,48,0,0,25,CAN=367.968751 Rx 0 $703 D 8 25 00 00 E5 30 00 00 19 
368.019752,2021-05-21 22:03:08.019,38,0,0,0,25,0,0,0,CAN=368.019752 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
368.070745,2021-05-21 22:03:08.070,39,25,0,0,0,148,5,0,CAN=368.070745 Rx 0 $703 D 8 27 19 00 00 00 94 05 00 
368.121739,2021-05-21 22:03:08.121,40,0,150,5,0,0,150,5,CAN=368.121739 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
368.172739,2021-05-21 22:03:08.172,41,0,0,25,0,0,0,25,CAN=368.172739 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
368.223737,2021-05-21 22:03:08.223,42,0,0,0,25,0,0,0,CAN=368.223737 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
368.32843,2021-05-21 22:03:08.328,16,76,113,0,0,65,0,0,CAN=368.32843 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
368.329926,2021-05-21 22:03:08.329,33,0,0,9,0,0,0,25,CAN=368.329926 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
368.380724,2021-05-21 22:03:08.380,34,0,0,0,15,49,0,0,CAN=368.380724 Rx 0 $703 D 8 22 00 00 00 0F 31 00 00 
368.431715,2021-05-21 22:03:08.431,35,15,49,0,0,19,49,0,CAN=368.431715 Rx 0 $703 D 8 23 0F 31 00 00 13 31 00 
368.482713,2021-05-21 22:03:08.482,36,0,210,48,0,0,219,48,CAN=368.482713 Rx 0 $703 D 8 24 00 D2 30 00 00 DB 30 
368.533713,2021-05-21 22:03:08.533,37,0,0,228,48,0,0,25,CAN=368.533713 Rx 0 $703 D 8 25 00 00 E4 30 00 00 19 
368.584711,2021-05-21 22:03:08.584,38,0,0,0,25,0,0,0,CAN=368.584711 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
368.635704,2021-05-21 22:03:08.635,39,25,0,0,0,147,5,0,CAN=368.635704 Rx 0 $703 D 8 27 19 00 00 00 93 05 00 
368.686704,2021-05-21 22:03:08.686,40,0,149,5,0,0,150,5,CAN=368.686704 Rx 0 $703 D 8 28 00 95 05 00 00 96 05 
368.737701,2021-05-21 22:03:08.737,41,0,0,25,0,0,0,25,CAN=368.737701 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
368.7887,2021-05-21 22:03:08.788,42,0,0,0,25,0,0,0,CAN=368.7887 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
368.893594,2021-05-21 22:03:08.893,16,76,113,0,0,65,0,0,CAN=368.893594 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
368.894787,2021-05-21 22:03:08.894,33,0,0,9,0,0,0,25,CAN=368.894787 Rx 0 $703 D 8 21 00 00 09 00 00 00 19 
368.945752,2021-05-21 22:03:08.945,34,0,0,0,15,49,0,0,CAN=368.945752 Rx 0 $703 D 8 22 00 00 00 0F 31 00 00 
368.996677,2021-05-21 22:03:08.996,35,15,49,0,0,19,49,0,CAN=368.996677 Rx 0 $703 D 8 23 0F 31 00 00 13 31 00 
369.047675,2021-05-21 22:03:09.047,36,0,210,48,0,0,219,48,CAN=369.047675 Rx 0 $703 D 8 24 00 D2 30 00 00 DB 30 
369.098674,2021-05-21 22:03:09.098,37,0,0,228,48,0,0,25,CAN=369.098674 Rx 0 $703 D 8 25 00 00 E4 30 00 00 19 
369.149674,2021-05-21 22:03:09.149,38,0,0,0,25,0,0,0,CAN=369.149674 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
369.200666,2021-05-21 22:03:09.200,39,25,0,0,0,147,5,0,CAN=369.200666 Rx 0 $703 D 8 27 19 00 00 00 93 05 00 
369.251665,2021-05-21 22:03:09.251,40,0,149,5,0,0,150,5,CAN=369.251665 Rx 0 $703 D 8 28 00 95 05 00 00 96 05 
369.302662,2021-05-21 22:03:09.302,41,0,0,25,0,0,0,25,CAN=369.302662 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
369.354016,2021-05-21 22:03:09.354,42,0,0,0,25,0,0,0,CAN=369.354016 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
369.458354,2021-05-21 22:03:09.458,16,76,113,0,0,65,0,0,CAN=369.458354 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
369.459639,2021-05-21 22:03:09.459,33,0,0,9,0,0,0,5,CAN=369.459639 Rx 0 $703 D 8 21 00 00 09 00 00 00 05 
369.509648,2021-05-21 22:03:09.509,34,0,0,0,22,49,0,0,CAN=369.509648 Rx 0 $703 D 8 22 00 00 00 16 31 00 00 
369.560637,2021-05-21 22:03:09.560,35,18,49,0,0,21,49,0,CAN=369.560637 Rx 0 $703 D 8 23 12 31 00 00 15 31 00 
369.611642,2021-05-21 22:03:09.611,36,0,219,48,0,0,225,48,CAN=369.611642 Rx 0 $703 D 8 24 00 DB 30 00 00 E1 30 
369.662637,2021-05-21 22:03:09.662,37,0,0,226,48,0,0,25,CAN=369.662637 Rx 0 $703 D 8 25 00 00 E2 30 00 00 19 
369.713636,2021-05-21 22:03:09.713,38,0,0,0,25,0,0,0,CAN=369.713636 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
369.764633,2021-05-21 22:03:09.764,39,25,0,0,0,149,5,0,CAN=369.764633 Rx 0 $703 D 8 27 19 00 00 00 95 05 00 
369.815626,2021-05-21 22:03:09.815,40,0,150,5,0,0,150,5,CAN=369.815626 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
369.866625,2021-05-21 22:03:09.866,41,0,0,25,0,0,0,25,CAN=369.866625 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
369.917624,2021-05-21 22:03:09.917,42,0,0,0,25,0,0,0,CAN=369.917624 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
370.023518,2021-05-21 22:03:10.023,16,76,113,0,0,65,0,0,CAN=370.023518 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
370.024484,2021-05-21 22:03:10.024,33,0,0,9,0,0,0,5,CAN=370.024484 Rx 0 $703 D 8 21 00 00 09 00 00 00 05 
370.074609,2021-05-21 22:03:10.074,34,0,0,0,13,49,0,0,CAN=370.074609 Rx 0 $703 D 8 22 00 00 00 0D 31 00 00 
370.125598,2021-05-21 22:03:10.125,35,11,49,0,0,19,49,0,CAN=370.125598 Rx 0 $703 D 8 23 0B 31 00 00 13 31 00 
370.176601,2021-05-21 22:03:10.176,36,0,223,48,0,0,226,48,CAN=370.176601 Rx 0 $703 D 8 24 00 DF 30 00 00 E2 30 
370.2276,2021-05-21 22:03:10.227,37,0,0,229,48,0,0,25,CAN=370.2276 Rx 0 $703 D 8 25 00 00 E5 30 00 00 19 
370.278597,2021-05-21 22:03:10.278,38,0,0,0,25,0,0,0,CAN=370.278597 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
370.329591,2021-05-21 22:03:10.329,39,25,0,0,0,150,5,0,CAN=370.329591 Rx 0 $703 D 8 27 19 00 00 00 96 05 00 
370.380588,2021-05-21 22:03:10.380,40,0,150,5,0,0,150,5,CAN=370.380588 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
370.431587,2021-05-21 22:03:10.431,41,0,0,25,0,0,0,25,CAN=370.431587 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
370.482586,2021-05-21 22:03:10.482,42,0,0,0,25,0,0,0,CAN=370.482586 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
370.588278,2021-05-21 22:03:10.588,16,76,113,0,0,65,0,0,CAN=370.588278 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
370.589471,2021-05-21 22:03:10.589,33,0,0,9,0,0,0,5,CAN=370.589471 Rx 0 $703 D 8 21 00 00 09 00 00 00 05 
370.639571,2021-05-21 22:03:10.639,34,0,0,0,13,49,0,0,CAN=370.639571 Rx 0 $703 D 8 22 00 00 00 0D 31 00 00 
370.690561,2021-05-21 22:03:10.690,35,11,49,0,0,19,49,0,CAN=370.690561 Rx 0 $703 D 8 23 0B 31 00 00 13 31 00 
370.741564,2021-05-21 22:03:10.741,36,0,223,48,0,0,226,48,CAN=370.741564 Rx 0 $703 D 8 24 00 DF 30 00 00 E2 30 
370.792561,2021-05-21 22:03:10.792,37,0,0,229,48,0,0,25,CAN=370.792561 Rx 0 $703 D 8 25 00 00 E5 30 00 00 19 
370.84356,2021-05-21 22:03:10.843,38,0,0,0,25,0,0,0,CAN=370.84356 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
370.894553,2021-05-21 22:03:10.894,39,25,0,0,0,150,5,0,CAN=370.894553 Rx 0 $703 D 8 27 19 00 00 00 96 05 00 
370.94555,2021-05-21 22:03:10.945,40,0,150,5,0,0,150,5,CAN=370.94555 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
370.996547,2021-05-21 22:03:10.996,41,0,0,25,0,0,0,25,CAN=370.996547 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
371.047548,2021-05-21 22:03:11.047,42,0,0,0,25,0,0,0,CAN=371.047548 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
374.258034,2021-05-21 22:03:14.258,16,76,113,0,0,65,0,0,CAN=374.258034 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
374.259327,2021-05-21 22:03:14.259,33,0,0,0,0,0,0,5,CAN=374.259327 Rx 0 $703 D 8 21 00 00 00 00 00 00 05 
374.310328,2021-05-21 22:03:14.310,34,0,0,0,229,48,0,0,CAN=374.310328 Rx 0 $703 D 8 22 00 00 00 E5 30 00 00 
374.361318,2021-05-21 22:03:14.361,35,253,48,0,0,10,49,0,CAN=374.361318 Rx 0 $703 D 8 23 FD 30 00 00 0A 31 00 
374.412317,2021-05-21 22:03:14.412,36,0,232,48,0,0,225,48,CAN=374.412317 Rx 0 $703 D 8 24 00 E8 30 00 00 E1 30 
374.463312,2021-05-21 22:03:14.463,37,0,0,226,48,0,0,25,CAN=374.463312 Rx 0 $703 D 8 25 00 00 E2 30 00 00 19 
374.514313,2021-05-21 22:03:14.514,38,0,0,0,25,0,0,0,CAN=374.514313 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
374.565308,2021-05-21 22:03:14.565,39,25,0,0,0,153,5,0,CAN=374.565308 Rx 0 $703 D 8 27 19 00 00 00 99 05 00 
374.616301,2021-05-21 22:03:14.616,40,0,151,5,0,0,150,5,CAN=374.616301 Rx 0 $703 D 8 28 00 97 05 00 00 96 05 
374.667301,2021-05-21 22:03:14.667,41,0,0,25,0,0,0,25,CAN=374.667301 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
374.718301,2021-05-21 22:03:14.718,42,0,0,0,25,0,0,0,CAN=374.718301 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
